Time,ParticleCount
18:14,435.21
18:17,126.61
18:20,126.02
18:23,350.45
18:26,67.87
18:29,412.76
18:32,20.65
18:35,473.53
18:37,15.63
18:40,220.03
18:43,43.53
18:46,408.25
18:49,369.93
18:52,306.07
18:55,85.54
18:58,156.39
19:00,57.84
19:03,243.05
19:06,3.49
19:09,71.12
19:12,24.68
19:15,106.57
19:18,1.07
19:21,286.13
19:23,318.73
19:26,272.90
19:29,2.40
19:32,4.54
19:35,324.37
19:38,32.14
19:41,408.73
19:44,391.98
19:47,175.43
19:49,22.83
19:52,96.14
19:55,229.05
19:58,50.06
20:01,196.16
20:04,174.47
20:07,36.07
20:10,27.02
20:12,88.67
20:15,54.39
20:18,39.72
20:21,9.21
20:24,94.56
20:27,151.70
20:30,339.60
20:33,10.08
20:35,348.02
20:38,240.18
20:41,99.80
20:44,431.44
20:47,183.42
20:50,455.42
20:53,272.10
20:56,301.15
20:59,138.55
21:01,215.73
21:04,327.98
21:07,499.22
21:10,150.41
21:13,479.86
21:16,102.84
21:19,477.62
21:22,371.13
21:24,351.43
21:27,5.39
21:30,146.55
21:33,81.21
21:36,130.96
21:39,271.12
21:42,307.37
21:45,377.48
21:47,248.65
21:50,208.38
21:53,15.48
21:56,264.31
21:59,138.70
22:02,3.11
22:05,467.08
22:08,139.13
22:11,497.99
22:13,282.75
22:16,139.75
22:19,340.04
22:22,340.49
22:25,325.76
22:28,454.87
22:31,394.15
22:34,241.60
22:36,254.49
22:39,328.31
22:42,149.26
22:45,427.77
22:48,140.18
22:51,145.72
22:54,71.96
22:57,414.53
22:59,428.98
23:02,461.56
23:05,321.11
23:08,443.34
23:11,149.49
23:14,374.05
23:17,185.75
23:20,31.03
23:23,237.39
23:25,413.91
23:28,263.00
23:31,154.33
23:34,111.23
23:37,431.85
23:40,22.63
23:43,265.60
23:46,182.85
23:48,154.21
23:51,112.38
23:54,342.38
23:57,387.15
00:00,364.61
00:03,417.02
00:06,407.55
00:09,222.23
00:11,252.17
00:14,84.98
00:17,350.42
00:20,358.19
00:23,398.35
00:26,285.14
00:29,426.99
00:32,263.88
00:35,464.18
00:37,439.48
00:40,151.13
00:43,224.65
00:46,168.25
00:49,277.87
00:52,199.91
00:55,472.50
00:58,428.60
01:00,201.22
01:03,430.32
01:06,116.73
01:09,401.06
01:12,189.80
01:15,212.40
01:18,368.25
01:21,296.20
01:23,312.26
01:26,121.42
01:29,181.49
01:32,279.61
01:35,153.71
01:38,174.36
01:41,39.50
01:44,177.85
01:47,365.08
01:49,460.91
01:52,330.06
01:55,330.19
01:58,197.92
02:01,143.18
02:04,225.58
02:07,360.48
02:10,41.34
02:12,330.10
02:15,255.74
02:18,233.67
02:21,299.04
02:24,474.38
02:27,351.41
02:30,350.98
02:33,120.89
02:35,485.56
02:38,94.73
02:41,262.71
02:44,99.75
02:47,382.46
02:50,84.72
02:53,334.41
02:56,249.42
02:59,153.85
03:01,246.61
03:04,237.51
03:07,458.79
03:10,111.75
03:13,215.36
03:16,369.24
03:19,223.75
03:22,97.62
03:24,447.28
03:27,468.43
03:30,140.70
03:33,356.34
03:36,242.33
03:39,478.01
03:42,35.27
03:45,56.32
03:47,362.21
03:50,243.78
03:53,325.41
03:56,61.90
03:59,200.91
04:02,411.58
04:05,449.13
04:08,164.85
04:11,381.87
04:13,231.91
04:16,7.29
04:19,390.08
04:22,463.64
04:25,142.06
04:28,235.76
04:31,325.96
04:34,371.38
04:36,494.29
04:39,137.26
04:42,197.20
04:45,47.03
04:48,158.14
04:51,64.21
04:54,100.54
04:57,392.16
04:59,302.99
05:02,153.69
05:05,258.80
05:08,330.75
05:11,77.49
05:14,155.98
05:17,305.10
05:20,355.70
05:23,49.09
05:25,175.25
05:28,121.06
05:31,188.60
05:34,227.39
05:37,199.84
05:40,475.56
05:43,20.70
05:46,302.94
05:48,369.06
05:51,181.30
05:54,122.09
05:57,46.80
06:00,430.34
06:03,301.40
06:06,314.19
06:09,225.38
06:11,218.10
06:14,51.98
06:17,377.14
06:20,119.80
06:23,476.39
06:26,248.34
06:29,454.62
06:32,248.19
06:35,181.72
06:37,382.91
06:40,185.17
06:43,228.46
06:46,385.58
06:49,387.27
06:52,175.40
06:55,366.24
06:58,343.68
07:00,252.18
07:03,227.97
07:06,450.91
07:09,342.29
07:12,353.37
07:15,452.54
07:18,59.07
07:21,343.59
07:23,263.38
07:26,430.48
07:29,88.82
07:32,177.43
07:35,289.85
07:38,173.94
07:41,21.81
07:44,67.25
07:47,114.48
07:49,57.04
07:52,280.16
07:55,17.65
07:58,97.16
08:01,304.95
08:04,265.71
08:07,309.49
08:10,225.60
08:12,458.65
08:15,185.39
08:18,107.11
08:21,497.60
08:24,414.63
08:27,458.85
08:30,212.52
08:33,280.99
08:35,37.71
08:38,193.38
08:41,484.42
08:44,50.56
08:47,175.41
08:50,165.78
08:53,324.22
08:56,415.94
08:59,351.06
09:01,377.32
09:04,81.55
09:07,347.65
09:10,334.02
09:13,418.02
09:16,344.89
09:19,194.83
09:22,228.45
09:24,297.04
09:27,378.65
09:30,401.43
09:33,242.44
09:36,87.35
09:39,495.63
09:42,76.01
09:45,389.53
09:47,365.70
09:50,145.70
09:53,126.56
09:56,295.75
09:59,76.20
10:02,127.24
10:05,437.16
10:08,323.09
