04:20,77
04:23,62
04:26,14
04:28,94
04:31,50
04:34,1
04:37,2
04:40,63
04:43,95
04:46,26
04:49,11
04:51,4
04:54,78
04:57,19
05:00,79
05:03,35
05:06,64
05:09,65
05:12,64
05:14,36
05:17,13
05:20,25
05:23,25
05:26,49
05:29,32
05:32,39
05:35,90
05:38,80
05:40,29
05:43,3
05:46,92
05:49,1
05:52,56
05:55,82
05:58,83
06:01,11
06:03,84
06:06,22
06:09,17
06:12,20
06:15,12
06:18,32
06:21,58
06:24,65
06:26,45
06:29,19
06:32,21
06:35,74
06:38,65
06:41,98
06:44,13
06:47,66
06:50,93
06:52,89
06:55,13
06:58,92
07:01,92
07:04,14
07:07,30
07:10,100
07:13,91
07:15,40
07:18,95
07:21,11
07:24,46
07:27,35
07:30,76
07:33,23
07:36,53
07:38,76
07:41,29
07:44,7
07:47,51
07:50,39
07:53,12
07:56,43
07:59,44
08:02,43
08:04,5
08:07,95
08:10,73
08:13,100
08:16,95
08:19,41
08:22,32
08:25,50
08:27,21
08:30,54
08:33,22
08:36,77
08:39,59
08:42,25
08:45,32
08:48,96
08:50,22
08:53,37
08:56,27
08:59,56
09:02,2
09:05,76
09:08,13
09:11,37
09:14,62
09:16,50
09:19,36
09:22,100
09:25,57
09:28,23
09:31,35
09:34,9
09:37,78
09:39,5
09:42,64
09:45,32
09:48,7
09:51,36
09:54,7
09:57,57
10:00,50
10:02,31
10:05,55
10:08,91
10:11,96
10:14,67
10:17,78
10:20,8
10:23,73
10:26,76
10:28,13
10:31,97
10:34,52
10:37,13
10:40,54
10:43,84
10:46,61
10:49,81
10:51,65
10:54,26
10:57,43
11:00,62
11:03,71
11:06,29
11:09,94
11:12,11
11:14,8
11:17,37
11:20,98
11:23,78
11:26,90
11:29,91
11:32,79
11:35,75
11:38,85
11:40,45
11:43,34
11:46,49
11:49,89
11:52,39
11:55,3
11:58,19
12:01,60
12:03,9
12:06,27
12:09,74
12:12,26
12:15,75
12:18,29
12:21,80
12:24,63
12:26,1
12:29,52
12:32,47
12:35,50
12:38,3
12:41,32
12:44,9
12:47,81
12:50,100
12:52,50
12:55,41
12:58,43
13:01,19
13:04,53
13:07,31
13:10,82
13:13,79
13:15,8
13:18,92
13:21,80
13:24,80
13:27,93
13:30,9
13:33,32
13:36,54
13:38,91
13:41,72
13:44,53
13:47,94
13:50,72
13:53,24
13:56,20
13:59,64
