Time,ParticleCount
16:36,236.63
16:39,111.20
16:42,189.90
16:45,170.02
16:48,270.76
16:51,64.29
16:54,258.31
16:57,108.46
16:59,34.22
17:02,359.70
17:05,11.74
17:08,436.44
17:11,263.37
17:14,302.88
17:17,374.55
17:20,90.00
17:23,84.28
17:25,436.33
17:28,107.24
17:31,108.42
17:34,215.56
17:37,230.88
17:40,216.15
17:43,384.59
17:46,32.37
17:48,268.36
17:51,405.93
17:54,280.31
17:57,314.23
18:00,116.86
18:03,352.80
18:06,56.62
18:09,83.71
18:11,337.57
18:14,64.18
18:17,249.46
18:20,421.29
18:23,270.02
18:26,157.10
18:29,123.01
18:32,481.45
18:35,331.28
18:37,65.78
18:40,438.73
18:43,471.94
18:46,146.10
18:49,179.57
18:52,358.23
18:55,311.04
18:58,355.58
19:00,161.24
19:03,323.66
19:06,360.01
19:09,392.07
19:12,488.84
19:15,497.39
19:18,228.77
19:21,374.60
19:23,438.21
19:26,474.73
19:29,266.61
19:32,327.31
19:35,353.17
19:38,22.05
19:41,10.75
19:44,17.11
19:47,483.13
19:49,308.83
19:52,262.97
19:55,443.37
19:58,279.10
20:01,406.61
20:04,459.41
20:07,209.45
20:10,123.08
20:12,0.64
20:15,215.65
20:18,219.44
20:21,278.06
20:24,206.28
20:27,134.68
20:30,106.33
20:33,343.94
20:35,472.71
20:38,12.78
20:41,11.53
20:44,81.03
20:47,326.12
20:50,474.64
20:53,437.62
20:56,402.93
20:59,258.85
21:01,48.07
21:04,186.57
21:07,287.38
21:10,378.04
21:13,140.81
21:16,325.25
21:19,192.07
21:22,439.91
21:24,110.60
21:27,487.59
21:30,59.84
21:33,456.98
21:36,148.06
21:39,495.04
21:42,168.07
21:45,192.13
21:47,398.23
21:50,402.50
21:53,408.63
21:56,291.49
21:59,305.20
22:02,295.67
22:05,124.35
22:08,96.07
22:11,220.76
22:13,198.56
22:16,217.49
22:19,177.01
22:22,370.18
22:25,122.09
22:28,419.18
22:31,103.54
22:34,48.06
22:36,394.60
22:39,248.15
22:42,323.13
22:45,167.24
22:48,202.77
22:51,156.88
22:54,434.66
22:57,330.94
22:59,21.56
23:02,272.63
23:05,362.74
23:08,152.83
23:11,232.02
23:14,249.06
23:17,299.56
23:20,240.96
23:23,59.12
23:25,63.78
23:28,2.06
23:31,223.67
23:34,239.10
23:37,411.24
23:40,12.00
23:43,129.46
23:46,470.40
23:48,52.06
23:51,210.80
23:54,425.37
23:57,449.39
00:00,488.95
00:03,196.80
00:06,266.89
00:09,393.77
00:11,134.34
00:14,34.28
00:17,206.22
00:20,365.28
00:23,137.93
00:26,281.34
00:29,240.61
00:32,118.82
00:35,278.83
00:37,256.08
00:40,381.72
00:43,241.56
00:46,428.50
00:49,208.33
00:52,441.77
00:55,22.29
00:58,153.10
01:00,285.54
01:03,417.11
01:06,293.48
01:09,124.17
01:12,215.24
01:15,317.18
01:18,294.99
01:21,108.96
01:23,234.78
01:26,17.91
01:29,271.56
01:32,393.19
01:35,29.71
01:38,151.67
01:41,92.55
01:44,411.14
01:47,463.54
01:49,302.53
01:52,107.92
01:55,205.62
01:58,7.08
02:01,58.61
02:04,186.18
02:07,243.84
02:10,190.39
02:12,331.76
02:15,252.58
02:18,232.80
02:21,383.84
02:24,351.50
02:27,29.73
02:30,105.47
02:33,298.87
02:35,460.22
02:38,395.53
02:41,423.85
02:44,252.13
02:47,113.54
02:50,176.84
02:53,468.92
02:56,0.97
02:59,354.60
03:01,220.87
03:04,386.78
03:07,470.23
03:10,47.73
03:13,248.23
03:16,396.67
03:19,62.50
03:22,429.26
03:24,98.42
03:27,408.42
03:30,352.90
03:33,25.94
03:36,209.58
03:39,159.41
03:42,304.72
03:45,21.93
03:47,104.70
03:50,331.09
03:53,477.81
03:56,150.51
03:59,219.47
04:02,59.02
04:05,129.68
04:08,91.65
04:11,176.61
04:13,172.53
04:16,410.62
04:19,327.07
04:22,400.00
04:25,451.74
04:28,217.60
04:31,242.71
04:34,220.87
04:36,2.66
04:39,195.07
04:42,383.35
04:45,52.99
04:48,307.68
04:51,450.82
04:54,156.57
04:57,446.88
04:59,33.90
05:02,43.26
05:05,43.38
05:08,315.26
05:11,242.98
05:14,349.03
05:17,271.25
05:20,121.20
05:23,229.81
05:25,194.75
05:28,401.84
05:31,271.19
05:34,309.04
05:37,7.92
05:40,454.41
05:43,106.37
05:46,266.33
05:48,377.64
05:51,289.13
05:54,270.50
05:57,306.28
06:00,274.89
06:03,344.18
06:06,234.18
06:09,457.22
06:11,395.22
06:14,454.41
06:17,451.36
06:20,388.64
06:23,324.97
06:26,144.83
06:29,365.90
06:32,499.08
06:35,486.86
06:37,291.72
06:40,54.91
06:43,423.59
06:46,414.83
06:49,248.37
06:52,325.41
06:55,130.82
06:58,207.84
07:00,154.49
07:03,0.36
07:06,72.91
07:09,325.98
07:12,327.63
07:15,27.90
07:18,401.04
07:21,248.74
07:23,287.18
07:26,282.81
07:29,259.38
07:32,199.17
07:35,390.83
07:38,219.30
07:41,422.88
07:44,352.99
07:47,319.10
07:49,403.90
07:52,165.20
07:55,89.21
07:58,250.73
08:01,12.42
08:04,13.99
08:07,209.70
08:10,416.92
08:12,176.46
08:15,374.42
08:18,137.36
08:21,293.29
08:24,100.33
08:27,91.85
08:30,474.43
08:33,86.86
08:35,427.15
08:38,400.46
08:41,57.89
08:44,208.01
08:47,304.56
08:50,408.93
08:53,302.78
08:56,43.06
08:59,162.56
09:01,231.97
09:04,281.20
09:07,426.22
09:10,100.38
09:13,271.21
09:16,407.98
09:19,170.44
09:22,423.58
09:24,400.56
09:27,322.22
09:30,457.50
09:33,156.84
09:36,256.72
09:39,143.82
09:42,90.74
09:45,275.57
09:47,432.87
09:50,315.73
09:53,344.86
09:56,440.83
09:59,231.42
10:02,286.96
10:05,396.55
10:08,366.48
