Time,Band_380nm,Band_424nm,Band_468nm,Band_513nm,Band_557nm,Band_602nm,Band_646nm,Band_691nm,Band_735nm,Band_780nm
11:48,142.9,944.6,726.7,456.2,29.6,903.9,416.2,870.0,455.9,280.6
11:51,631.2,251.6,446.2,594.1,93.5,111.6,597.7,989.7,152.3,285.2
11:54,21.5,700.1,46.5,998.9,536.2,757.3,266.4,608.6,892.7,386.0
11:57,910.2,802.2,550.3,139.4,880.3,329.8,114.8,348.5,982.0,18.1
12:00,626.1,324.0,190.0,25.6,321.9,863.6,483.6,170.4,482.1,673.9
12:03,975.7,562.5,765.6,460.5,128.0,98.6,829.0,952.9,110.7,757.9
12:06,76.9,621.7,772.1,451.1,942.6,866.0,670.0,930.6,185.8,899.5
12:09,159.1,979.4,190.4,934.6,959.6,423.8,159.7,789.1,215.6,330.3
12:11,321.7,631.8,924.9,150.0,822.8,997.0,585.4,775.0,197.4,875.3
12:14,550.2,352.3,591.6,179.7,0.5,456.1,688.0,791.9,107.8,834.8
12:17,458.6,616.2,483.2,59.3,436.4,205.3,799.8,195.2,529.1,808.7
12:20,104.4,12.7,716.1,844.4,538.7,291.4,970.6,203.2,622.2,684.8
12:23,178.9,971.8,641.7,976.0,572.4,128.2,185.5,160.3,601.0,648.5
12:26,563.1,79.3,315.2,377.5,969.7,763.2,66.4,463.4,399.7,31.1
12:29,543.5,231.5,355.4,289.9,285.0,442.8,598.9,218.5,890.9,89.5
12:32,806.5,566.2,727.3,693.6,132.8,502.4,99.0,213.8,480.9,311.4
12:35,562.5,266.7,709.7,561.9,942.3,417.4,768.7,683.7,342.4,797.2
12:37,415.8,390.8,698.0,715.9,203.8,594.5,907.0,381.8,294.9,409.8
12:40,460.2,385.6,76.3,962.7,480.7,158.1,364.5,276.1,665.4,648.4
12:43,210.2,102.1,956.0,858.2,601.8,802.5,382.7,995.7,993.3,991.4
12:46,784.4,998.9,512.3,272.9,422.5,825.4,289.4,604.4,404.0,904.3
12:49,515.0,677.0,281.6,877.7,521.7,389.9,967.5,444.0,115.8,952.3
12:52,976.9,310.4,271.5,700.1,929.0,931.0,669.5,985.0,761.3,601.3
12:55,658.0,305.8,621.3,700.9,937.5,6.6,271.2,544.0,461.1,899.3
12:58,207.9,973.9,48.8,142.2,931.0,668.6,465.9,587.0,936.4,994.0
13:00,862.6,130.6,122.6,932.0,651.7,594.5,59.8,398.4,811.4,453.7
13:03,477.3,492.7,741.3,419.0,933.5,326.5,343.5,968.4,141.3,71.7
13:06,919.4,304.5,409.5,81.1,562.4,213.7,233.7,765.6,525.4,404.4
13:09,949.4,658.7,340.1,694.4,996.7,925.0,817.0,79.4,699.1,821.0
13:12,708.5,540.7,991.8,392.0,395.0,785.8,50.0,635.6,902.3,687.7
13:15,984.0,450.3,100.4,930.7,438.9,454.5,100.5,253.9,317.8,248.0
13:18,967.4,505.9,198.4,539.5,341.0,797.6,537.7,405.2,758.9,580.8
13:21,815.7,340.7,484.3,282.0,571.9,987.3,205.5,804.5,967.7,704.4
13:23,551.2,288.9,405.3,100.3,650.1,876.9,320.4,602.7,51.8,308.2
13:26,737.4,305.3,849.6,658.6,461.2,191.0,443.6,525.0,307.1,807.7
13:29,488.0,285.5,71.9,670.4,235.8,401.9,485.8,378.0,297.2,477.9
13:32,396.9,554.1,803.6,669.7,615.5,636.9,408.5,483.5,366.6,409.9
13:35,57.9,844.3,136.2,458.7,873.0,240.8,112.8,318.4,767.8,556.2
13:38,116.8,844.5,79.8,327.0,993.2,918.3,846.1,878.6,42.1,812.4
13:41,431.7,272.3,534.9,847.3,987.3,128.5,183.1,64.7,901.0,524.6
13:44,507.5,442.0,896.1,355.5,909.3,942.7,757.4,238.7,220.0,776.8
13:47,353.8,210.0,415.7,535.9,174.3,280.9,378.8,93.8,644.8,485.6
13:49,646.0,576.7,549.9,537.8,382.2,546.6,331.4,43.4,628.6,705.6
13:52,99.7,177.0,337.4,640.7,408.3,952.2,37.2,14.3,725.9,278.8
13:55,667.3,273.0,61.1,810.4,844.6,201.7,249.8,466.6,688.2,496.5
13:58,239.1,685.8,144.3,30.9,338.6,752.4,307.1,605.1,109.0,263.3
14:01,245.4,969.2,300.5,255.4,552.8,946.7,907.6,509.4,640.1,751.0
14:04,757.1,99.9,360.8,79.6,495.2,592.1,897.8,591.1,342.2,222.2
14:07,664.3,392.3,127.4,7.1,214.7,194.5,322.2,270.0,14.8,964.1
14:10,476.4,567.0,713.3,520.4,59.2,636.9,641.0,484.0,633.1,498.8
14:12,899.3,946.5,96.8,992.8,874.0,641.9,655.3,393.2,271.5,593.8
14:15,813.8,740.2,269.5,377.4,878.8,306.1,340.1,794.3,159.3,687.2
14:18,269.8,888.8,340.7,937.8,347.9,691.6,662.7,710.4,375.1,751.6
14:21,123.6,640.5,325.9,756.0,512.2,230.2,442.6,0.5,555.5,397.7
14:24,94.7,788.2,911.5,207.2,362.2,324.6,207.6,443.0,998.6,794.3
14:27,619.5,67.6,649.4,794.4,671.1,947.1,394.5,385.9,232.2,948.0
14:30,441.1,878.1,848.6,280.5,590.4,3.5,187.2,288.4,120.3,572.4
14:33,70.2,17.9,244.7,61.4,256.1,558.1,271.3,349.9,858.0,192.9
14:35,611.2,68.7,57.9,894.4,358.2,20.2,202.8,197.4,643.9,729.0
14:38,888.0,336.4,892.9,935.3,952.7,50.6,916.0,502.7,90.5,284.2
14:41,163.6,863.7,162.3,681.2,141.5,940.8,327.5,101.4,463.7,503.7
14:44,495.6,673.6,69.8,783.6,1.6,767.7,974.1,973.3,430.9,23.8
14:47,608.1,710.0,201.0,476.7,774.5,555.8,873.2,493.6,237.0,639.5
14:50,385.8,670.3,547.4,457.9,14.8,304.4,598.8,789.8,970.1,582.8
14:53,612.8,682.1,609.7,519.5,716.9,490.8,477.2,993.4,523.1,185.1
14:56,128.7,380.4,437.4,169.8,512.8,570.0,760.1,790.4,597.1,606.7
14:59,569.5,972.4,331.6,798.7,856.3,450.0,889.5,837.0,416.5,912.4
15:01,322.7,523.9,283.4,491.7,535.4,918.0,295.9,572.1,954.9,198.0
15:04,150.3,203.3,493.8,393.6,260.2,937.9,589.3,358.9,655.9,855.3
15:07,294.0,313.1,676.1,848.7,8.6,433.3,884.3,481.3,783.3,482.0
15:10,616.1,260.8,712.3,99.8,162.5,470.6,752.1,43.0,418.1,67.3
15:13,98.1,171.8,159.2,397.4,594.5,577.3,291.1,292.8,137.5,278.4
15:16,501.9,939.9,850.0,868.6,20.4,368.1,507.2,24.6,379.7,876.2
15:19,531.0,294.8,223.7,825.3,922.2,773.0,788.6,494.8,712.5,138.8
15:22,416.8,49.4,606.4,673.8,403.1,893.7,466.0,399.3,232.0,162.1
15:24,918.9,648.3,509.8,296.5,911.7,518.6,838.2,993.0,517.0,2.5
15:27,40.6,697.7,89.6,407.5,824.5,605.3,925.8,308.5,995.1,292.9
15:30,54.2,72.5,821.7,520.2,485.7,33.0,394.9,696.2,685.9,666.0
15:33,78.9,411.9,335.4,433.1,25.6,141.4,39.1,806.7,850.2,214.4
15:36,857.1,365.2,737.2,711.1,485.9,235.3,617.7,163.8,976.7,151.1
15:39,165.6,112.9,512.3,716.0,501.0,35.3,695.2,846.8,621.9,821.9
15:42,990.9,351.2,439.3,596.2,245.4,511.8,861.8,968.1,229.2,877.5
15:45,662.1,351.2,241.8,350.4,814.7,317.9,110.5,275.0,284.6,505.1
15:47,563.8,475.1,751.0,319.3,888.5,821.7,101.6,485.1,911.6,42.8
15:50,219.0,559.5,9.2,501.8,251.3,35.1,445.4,995.0,927.4,386.9
15:53,923.6,842.9,653.3,54.5,964.4,373.2,782.2,818.7,590.4,137.1
15:56,146.4,304.8,85.0,111.1,741.0,164.0,550.6,519.1,544.1,62.2
15:59,832.9,740.9,68.4,135.6,742.5,746.6,928.1,216.3,89.0,270.2
16:02,863.0,184.4,392.8,287.5,938.8,933.3,199.8,22.8,272.1,333.7
16:05,354.0,176.8,520.8,885.8,933.4,840.8,519.1,823.2,840.4,888.9
16:08,773.7,143.9,105.5,184.0,537.9,782.3,169.1,36.5,78.4,18.4
16:11,558.1,127.6,575.6,677.0,502.4,489.3,275.4,915.8,992.5,867.7
16:13,321.4,696.4,449.0,55.0,222.2,201.5,465.4,607.1,17.9,208.3
16:16,265.5,185.9,914.7,569.2,89.6,640.8,526.8,877.1,295.4,512.1
16:19,403.4,134.3,550.1,249.2,756.5,954.3,724.1,451.0,143.2,335.8
16:22,869.9,15.7,59.3,684.1,485.7,267.7,858.5,223.2,677.4,587.3
16:25,155.8,738.1,738.3,716.4,290.2,965.4,868.9,398.8,840.0,487.3
16:28,124.5,401.8,733.2,284.7,654.7,716.7,421.5,986.0,281.6,788.6
16:31,102.9,207.4,894.5,501.2,837.5,723.8,253.7,751.2,500.6,189.1
16:34,710.9,206.0,755.1,602.8,376.5,704.5,707.3,78.6,274.6,31.4
16:36,250.6,109.2,656.0,705.4,332.9,950.3,46.0,795.4,743.9,63.4
16:39,830.2,882.5,965.6,848.0,544.6,65.7,357.7,527.8,627.3,645.9
16:42,990.6,980.9,683.5,183.3,272.3,584.6,41.8,132.4,959.1,272.2
16:45,36.8,7.9,484.6,886.5,27.0,845.8,166.0,429.5,441.9,296.3
16:48,695.7,500.8,886.6,890.0,337.8,767.5,562.3,488.9,837.7,433.3
16:51,193.9,100.6,513.1,982.4,967.6,184.9,603.8,682.5,730.2,576.9
16:54,82.0,978.5,500.7,813.0,277.2,397.9,844.2,774.2,24.7,480.3
16:57,147.1,255.0,999.0,872.3,834.2,377.1,95.0,774.5,132.5,736.9
16:59,818.9,432.4,431.3,831.0,258.9,408.1,516.4,468.9,859.7,133.1
17:02,81.8,803.5,273.5,605.4,145.1,783.7,947.6,69.9,188.8,560.1
17:05,903.1,669.8,524.7,644.9,678.4,411.7,628.4,287.9,113.4,304.4
17:08,521.6,777.2,562.5,574.5,902.2,901.7,902.0,70.2,578.7,964.0
17:11,68.6,544.0,440.1,487.9,682.0,525.1,408.8,630.4,631.4,394.1
17:14,454.5,129.6,364.9,9.1,654.3,553.9,404.5,693.1,484.7,752.7
17:17,377.6,462.1,691.5,731.1,766.6,398.1,10.2,801.7,225.2,162.2
17:20,41.1,237.7,541.2,863.6,721.5,39.8,636.6,407.9,375.3,336.6
17:23,296.5,730.6,681.4,326.5,147.7,542.5,139.8,566.5,851.4,714.3
17:25,466.4,974.6,204.3,812.7,412.3,218.2,916.2,192.8,721.3,950.9
17:28,662.0,403.7,663.7,262.2,262.9,860.4,824.5,366.2,625.1,504.4
17:31,526.9,948.7,800.6,500.5,437.9,516.1,13.2,947.9,966.3,247.9
17:34,156.5,836.4,606.9,100.7,460.9,320.4,155.8,220.0,906.9,491.7
17:37,660.7,402.3,59.4,660.0,691.2,93.1,252.3,56.4,667.0,612.6
17:40,903.7,714.5,243.8,476.0,577.4,611.9,182.6,469.4,140.1,517.1
17:43,378.7,600.9,780.9,495.5,975.7,796.4,185.6,228.5,170.7,408.2
17:46,872.1,725.1,76.0,689.0,667.0,504.6,928.2,659.4,137.3,290.3
17:48,697.8,273.6,621.7,786.3,477.7,293.9,545.0,884.6,515.7,37.7
17:51,717.2,241.3,418.0,743.6,65.2,926.0,937.7,497.9,749.9,55.4
17:54,340.1,646.3,187.5,857.5,621.5,304.2,225.4,59.4,944.7,888.1
17:57,331.3,242.8,751.1,833.6,819.8,541.2,435.9,50.5,588.7,162.6
18:00,359.6,280.5,628.1,150.4,800.9,122.3,3.8,291.4,249.1,31.9
18:03,522.8,901.1,988.8,60.3,850.7,267.3,640.7,375.6,138.2,600.2
18:06,79.0,485.5,514.8,695.3,682.8,772.5,84.4,319.4,752.3,807.3
18:09,698.1,144.1,377.1,548.5,597.4,537.4,905.1,846.0,596.3,613.3
18:11,883.7,221.6,313.3,426.2,313.9,937.3,185.3,459.2,113.3,287.0
18:14,432.8,844.2,580.3,730.9,749.9,121.5,152.0,93.7,220.8,22.1
18:17,748.1,121.8,89.6,18.5,822.2,763.2,897.7,183.6,241.1,585.4
18:20,937.6,298.2,811.4,399.2,756.1,909.6,717.8,233.0,406.4,541.2
18:23,241.1,307.6,662.3,33.5,940.2,634.5,581.5,318.5,21.0,986.1
18:26,740.0,420.4,486.9,424.9,122.4,902.2,242.3,704.1,359.0,62.0
18:29,99.8,752.8,957.0,122.0,952.7,496.5,589.7,623.6,235.5,534.3
18:32,609.4,486.3,823.9,455.4,848.1,542.1,158.7,685.9,189.6,526.8
18:35,328.7,465.9,673.2,100.3,95.7,12.5,221.1,125.8,553.2,774.6
18:37,80.3,221.6,898.9,358.5,549.2,126.8,820.2,174.9,415.1,448.0
18:40,243.4,559.8,372.0,435.0,537.5,955.8,661.1,278.5,9.2,737.2
18:43,439.9,498.4,416.9,991.7,587.1,584.7,909.0,975.7,819.4,157.8
18:46,373.8,193.2,218.6,250.6,384.3,524.2,821.5,214.5,857.7,749.5
18:49,630.8,716.0,158.7,358.3,24.6,623.5,881.4,482.5,481.3,75.2
18:52,108.4,606.3,683.8,645.4,187.6,429.4,670.2,178.3,137.9,158.4
18:55,465.3,946.1,96.8,391.7,524.7,49.8,579.9,552.1,22.6,445.7
18:58,68.4,343.2,293.7,162.6,692.3,80.7,721.3,191.8,971.6,567.3
19:00,872.5,924.8,849.6,838.5,300.9,848.5,898.9,385.0,43.9,653.7
19:03,595.7,229.7,827.6,411.5,573.0,900.8,265.5,729.2,170.2,823.3
19:06,235.3,886.1,326.8,890.5,327.1,227.6,404.0,425.9,373.4,779.9
19:09,232.0,645.9,797.9,7.5,827.1,184.8,56.1,871.2,519.8,982.4
19:12,950.3,847.1,631.6,283.7,728.7,505.1,725.3,596.6,405.3,440.8
19:15,506.7,760.3,704.0,259.1,642.9,617.2,514.4,200.6,935.7,773.3
19:18,552.0,680.7,905.4,342.7,566.8,220.4,789.2,697.7,964.3,81.6
19:21,50.4,148.8,741.0,841.3,848.8,359.5,526.2,757.5,127.3,716.6
19:23,808.6,958.2,355.7,168.5,944.6,739.4,44.7,645.2,956.0,225.0
19:26,209.6,116.9,301.5,539.9,820.9,315.2,725.7,809.7,953.0,841.0
19:29,50.5,179.2,976.3,344.8,523.9,614.8,692.4,205.5,83.3,185.2
19:32,91.7,542.4,558.5,653.0,415.3,222.4,868.5,392.8,797.8,699.3
19:35,283.1,303.6,185.4,186.5,340.8,348.9,354.7,424.3,699.0,586.6
19:38,859.0,10.7,634.6,664.3,99.2,837.3,347.9,234.2,974.4,64.1
19:41,712.8,350.8,447.4,252.8,878.1,797.0,703.4,716.4,395.7,670.2
19:44,57.9,970.9,456.4,541.7,279.8,14.7,329.7,299.5,129.7,708.9
19:47,180.7,314.3,416.9,999.7,923.7,43.8,887.1,435.6,596.6,775.5
19:49,721.3,507.4,924.9,38.6,661.7,853.5,10.4,948.5,291.4,777.6
19:52,917.6,126.3,379.7,314.7,798.4,787.6,163.0,488.5,697.6,119.3
19:55,791.8,210.1,604.0,953.9,720.2,530.6,693.4,313.4,361.1,111.9
19:58,18.0,160.6,295.3,74.0,847.1,183.6,676.0,156.4,971.1,262.1
20:01,546.6,314.3,358.6,163.2,243.6,13.8,537.7,995.8,263.2,437.0
20:04,521.0,186.0,710.5,275.9,678.7,600.8,158.0,734.5,781.8,104.2
20:07,641.2,516.6,166.3,844.8,94.2,718.3,529.1,828.1,896.0,843.3
20:10,494.1,758.8,838.1,961.8,809.2,609.9,320.8,394.9,809.2,973.3
20:12,15.8,442.0,265.2,127.4,393.6,433.4,915.5,487.7,370.8,313.7
20:15,211.2,617.0,234.0,959.4,134.3,654.8,570.6,202.8,963.9,174.9
20:18,151.2,323.0,828.0,653.7,196.1,657.4,484.5,196.9,502.1,109.2
20:21,289.0,121.1,129.6,127.3,262.4,29.9,621.2,840.5,851.1,397.8
20:24,514.1,966.1,423.2,704.6,885.9,840.4,722.4,801.1,903.4,654.3
20:27,162.3,892.3,261.8,97.4,506.8,511.8,456.0,102.4,710.2,366.4
20:30,665.8,474.4,530.6,928.5,47.4,829.5,466.9,545.6,457.3,501.9
20:33,573.2,114.9,561.6,827.7,242.7,102.7,836.0,224.0,359.4,352.5
20:35,983.3,806.9,38.5,512.4,185.9,458.4,149.2,585.5,558.5,829.8
20:38,377.1,134.6,463.2,458.8,447.0,991.3,966.7,770.7,482.2,556.3
20:41,331.1,226.9,130.5,662.3,627.3,90.3,897.4,392.8,131.7,559.8
20:44,260.5,477.8,774.5,403.7,162.3,55.5,950.1,130.0,157.3,246.8
20:47,27.0,990.3,966.3,792.7,209.6,230.9,432.5,215.1,308.7,607.6
20:50,950.8,518.5,869.6,465.7,286.9,256.9,912.5,809.1,245.9,591.8
20:53,765.8,40.5,785.0,289.7,547.8,196.8,292.3,372.1,105.3,219.1
20:56,269.5,963.5,914.1,44.9,144.8,489.6,263.1,430.2,388.6,147.0
20:59,842.3,169.6,445.2,617.6,101.1,878.2,202.8,563.0,66.9,692.4
21:01,756.7,838.9,221.9,721.6,619.5,470.5,408.3,810.1,469.4,641.6
21:04,224.3,332.4,649.7,637.0,795.2,940.5,754.1,590.9,547.0,124.5
21:07,864.4,673.7,954.7,117.1,368.9,455.2,256.0,665.8,796.7,886.7
21:10,562.3,816.1,25.9,76.9,707.1,537.8,556.6,223.9,608.8,403.3
21:13,481.4,7.3,725.4,668.2,646.8,228.5,76.6,187.1,550.2,829.5
21:16,294.1,797.7,364.8,338.5,567.1,563.9,338.2,854.8,185.5,691.8
21:19,909.1,676.3,505.5,721.3,677.1,573.6,906.1,903.7,955.8,568.9
21:22,800.2,776.3,976.3,251.2,122.8,383.4,474.3,189.0,93.7,428.2
21:24,556.4,63.4,377.9,427.0,811.2,328.6,522.7,704.3,222.2,923.4
21:27,894.1,386.8,515.2,978.5,446.9,413.8,158.2,577.3,191.4,817.6
21:30,506.5,232.2,777.0,726.0,140.5,412.0,915.5,442.7,573.8,748.2
21:33,52.4,89.0,296.9,451.6,814.9,694.2,920.5,540.0,881.4,231.4
21:36,182.2,42.2,999.6,256.9,881.4,715.6,731.6,676.3,298.6,739.8
21:39,127.3,235.8,782.0,747.3,585.5,848.9,961.2,586.0,695.6,92.7
21:42,683.0,753.0,985.7,769.8,466.3,454.9,440.4,792.3,433.3,310.3
21:45,583.2,805.9,409.1,451.2,935.3,317.3,605.0,909.4,410.4,804.2
21:47,187.3,537.7,958.7,7.8,421.9,162.6,860.3,320.0,410.0,816.7
21:50,124.8,882.0,966.1,928.9,60.4,636.8,474.9,399.3,383.9,70.8
21:53,759.8,920.1,906.0,337.2,643.3,375.3,149.9,568.5,684.7,840.8
21:56,483.1,326.9,92.6,549.2,854.0,294.3,862.2,649.9,133.1,730.6
21:59,233.7,500.8,19.9,466.8,857.7,342.9,677.1,152.3,959.6,42.9
22:02,759.1,107.4,48.4,569.3,872.9,189.8,556.7,1.1,653.9,588.8
22:05,777.7,460.1,914.5,348.3,352.2,492.5,715.1,339.7,96.9,372.9
22:08,186.6,728.4,251.1,529.5,812.3,235.1,5.7,206.8,554.4,213.8
22:11,781.8,937.3,297.9,232.1,161.6,169.8,623.7,110.7,532.2,129.7
22:13,107.7,856.6,529.2,976.0,290.8,291.7,339.2,157.0,907.1,956.1
22:16,332.5,831.0,84.3,155.4,605.0,823.1,467.6,932.1,714.3,29.4
22:19,833.8,621.1,903.9,4.8,564.1,189.4,550.4,376.3,372.5,782.7
22:22,971.5,867.6,891.1,162.8,611.0,294.3,837.0,514.1,629.5,754.0
22:25,151.1,666.0,891.2,646.1,409.7,520.3,115.0,429.0,730.6,554.0
22:28,23.1,180.2,955.2,196.0,414.6,433.9,596.9,669.0,144.8,789.7
22:31,369.8,136.6,272.1,374.6,443.0,410.3,580.2,118.2,212.7,606.7
22:34,841.0,438.6,38.7,84.4,71.4,217.2,368.7,509.8,844.4,357.3
22:36,765.1,810.4,30.9,690.2,960.8,142.5,506.5,795.9,767.8,70.0
22:39,207.2,835.6,611.5,94.1,109.4,643.4,476.9,72.8,125.7,69.6
22:42,712.2,129.2,265.5,248.2,445.0,383.7,641.6,609.4,51.2,63.0
22:45,366.4,129.8,517.3,124.5,332.1,107.2,976.5,800.4,636.9,917.7
22:48,399.9,152.3,69.2,160.9,510.4,45.8,582.6,609.6,295.9,831.2
22:51,134.9,743.2,901.8,45.8,601.5,843.2,326.3,746.5,619.8,122.7
22:54,148.7,757.9,520.1,829.3,59.6,371.4,10.9,768.9,384.4,398.8
22:57,25.4,779.1,591.0,954.1,814.1,854.4,455.7,867.3,743.0,547.8
22:59,275.5,134.3,549.9,364.1,425.2,944.3,186.7,364.1,677.7,695.7
23:02,539.2,910.9,702.9,586.2,611.6,428.0,222.8,291.1,965.2,76.3
23:05,429.4,687.5,377.1,934.7,885.7,667.7,393.7,394.4,947.7,25.2
23:08,253.8,481.2,447.2,667.3,195.9,245.5,74.9,806.8,271.1,136.3
23:11,179.0,965.1,735.9,704.8,576.4,632.3,124.7,617.6,424.4,738.0
23:14,754.8,738.1,117.3,653.9,149.9,113.8,52.1,376.1,866.9,178.4
23:17,145.6,667.5,112.3,881.5,706.1,531.6,545.3,332.8,137.3,964.9
23:20,138.5,210.5,72.2,649.2,871.6,877.2,30.1,515.9,249.6,512.6
23:23,187.7,98.3,15.2,876.3,175.4,686.3,67.1,86.1,739.2,415.1
23:25,773.4,541.7,263.8,466.9,897.6,200.8,480.0,435.4,724.1,706.8
23:28,770.0,110.3,110.6,11.6,741.7,223.5,518.5,118.1,761.7,136.0
23:31,127.0,298.7,797.0,1.6,104.9,879.8,161.9,123.6,484.5,813.5
23:34,8.5,504.4,442.6,349.5,882.1,878.8,289.7,519.5,722.0,20.3
23:37,574.1,117.5,336.9,874.2,330.2,143.2,479.2,87.3,62.0,252.7
23:40,431.7,52.4,473.7,669.6,585.2,900.1,770.3,27.4,573.8,794.7
23:43,389.2,492.6,813.9,72.5,773.1,988.7,788.7,572.6,24.6,833.1
23:46,516.0,347.1,121.5,824.9,65.3,975.5,514.2,21.5,436.8,356.3
23:48,850.1,568.5,817.3,854.4,261.6,764.3,656.5,63.4,653.7,811.2
23:51,85.6,921.6,411.0,981.4,340.1,737.3,619.3,433.1,222.6,429.2
23:54,917.9,722.1,846.8,706.2,598.0,796.3,402.6,828.1,946.0,533.3
23:57,507.2,426.4,335.5,53.2,169.9,881.4,914.7,187.1,563.2,736.9
00:00,723.4,589.2,985.5,564.5,832.9,54.9,339.1,802.0,447.7,864.0
00:03,407.6,462.7,444.8,106.6,698.5,756.3,418.1,794.2,340.0,725.2
00:06,129.0,845.6,812.0,894.5,987.3,973.8,235.5,819.3,844.7,593.2
00:09,980.0,775.5,159.2,247.3,421.4,35.7,149.1,566.1,921.7,815.1
00:11,455.8,12.2,392.2,272.7,739.8,552.0,255.5,979.9,906.7,959.9
00:14,787.2,749.5,602.0,104.7,608.1,950.3,790.8,534.6,113.9,557.7
00:17,227.8,868.4,993.6,87.0,649.8,15.5,676.6,478.9,620.0,834.2
00:20,233.1,298.7,154.1,878.5,590.0,43.5,978.0,110.3,869.0,300.0
00:23,327.1,497.5,298.0,288.9,230.6,628.2,205.5,95.9,540.9,83.3
00:26,772.6,522.7,882.5,878.5,565.9,194.7,422.6,489.3,166.3,733.6
00:29,92.6,728.9,37.4,553.3,510.1,553.1,323.4,721.0,975.5,774.4
00:32,34.4,96.0,759.1,6.1,555.2,164.5,163.9,414.7,287.3,996.1
00:35,722.4,574.1,262.0,285.5,310.3,55.4,690.4,138.0,671.9,19.6
00:37,765.6,187.4,946.8,364.4,321.4,62.9,501.9,604.4,918.6,935.2
00:40,440.4,630.5,914.1,334.5,602.0,763.5,802.9,535.1,59.1,337.0
00:43,913.7,266.9,948.8,489.3,983.5,98.6,504.9,113.7,381.7,13.4
00:46,187.6,946.9,937.6,162.5,915.4,301.8,370.8,357.4,84.0,632.8
00:49,690.0,804.7,289.4,362.4,284.4,788.7,427.3,636.6,509.6,196.2
00:52,788.8,626.1,925.2,424.1,258.6,300.4,863.6,736.5,265.1,431.9
00:55,437.4,37.4,502.0,504.0,237.8,697.1,529.3,182.6,187.9,889.3
00:58,581.5,253.5,259.1,718.0,464.5,128.6,258.9,975.5,225.9,825.4
01:00,301.8,81.5,387.8,590.1,188.3,749.5,495.2,917.6,727.4,582.7
01:03,892.6,751.7,434.5,195.2,950.7,544.2,264.6,139.8,671.2,612.8
01:06,680.6,858.1,954.4,403.8,958.6,792.5,661.7,195.4,69.0,403.2
01:09,999.0,544.5,803.7,973.8,278.6,290.5,973.4,532.8,242.8,465.6
01:12,692.3,523.2,474.4,129.8,137.9,850.4,943.6,532.4,655.8,479.0
