Time,ParticleCount
01:53,196.85
01:55,261.86
01:58,248.98
02:01,384.79
02:04,455.15
02:07,408.71
02:10,181.24
02:13,91.02
02:16,243.59
02:18,463.58
02:21,299.40
02:24,54.95
02:27,146.37
02:30,178.77
02:33,386.07
02:36,69.53
02:39,448.81
02:42,304.26
02:44,213.79
02:47,457.01
02:50,135.16
02:53,59.94
02:56,467.23
02:59,364.03
03:02,0.44
03:05,166.06
03:07,54.84
03:10,13.81
03:13,413.68
03:16,197.82
03:19,121.58
03:22,346.81
03:25,77.59
03:28,452.20
03:30,359.78
03:33,53.46
03:36,93.69
03:39,412.48
03:42,105.27
03:45,72.20
03:48,301.40
03:51,235.42
03:54,119.66
03:56,366.11
03:59,23.54
04:02,80.29
04:05,298.31
04:08,278.05
04:11,432.42
04:14,152.43
04:17,151.77
04:19,474.92
04:22,421.63
04:25,199.04
04:28,442.44
04:31,183.33
04:34,446.56
04:37,389.54
04:40,253.62
04:42,132.69
04:45,365.81
04:48,464.27
04:51,378.96
04:54,170.97
04:57,23.61
05:00,280.94
05:03,232.03
05:06,129.34
05:08,98.85
05:11,334.65
05:14,464.57
05:17,50.81
05:20,125.08
05:23,323.95
05:26,212.03
05:29,175.32
05:31,439.05
05:34,105.63
05:37,457.39
05:40,81.31
05:43,442.90
05:46,109.59
05:49,149.10
05:52,236.67
05:54,494.71
05:57,331.32
06:00,307.44
06:03,299.54
06:06,75.95
06:09,280.74
06:12,81.29
06:15,190.76
06:18,29.99
06:20,298.24
06:23,436.54
06:26,182.65
06:29,246.18
06:32,471.72
06:35,312.27
06:38,493.55
06:41,126.15
06:43,255.69
06:46,413.73
06:49,134.11
06:52,481.99
06:55,84.63
06:58,423.17
07:01,247.33
07:04,374.55
07:06,408.30
07:09,67.14
07:12,242.59
07:15,326.20
07:18,325.96
07:21,284.41
07:24,489.21
07:27,237.94
07:30,205.27
07:32,483.38
07:35,236.55
07:38,473.61
07:41,235.95
07:44,12.02
07:47,381.48
07:50,409.52
07:53,371.23
07:55,323.57
07:58,227.87
08:01,159.75
08:04,225.03
08:07,125.80
08:10,244.92
08:13,479.14
08:16,164.95
08:18,346.01
08:21,455.33
08:24,45.54
08:27,352.55
08:30,179.66
08:33,116.58
08:36,317.92
08:39,330.61
08:42,191.68
08:44,264.18
08:47,216.09
08:50,465.44
08:53,8.89
08:56,227.82
08:59,359.43
09:02,137.06
09:05,422.35
09:07,10.09
09:10,492.98
09:13,294.94
09:16,288.57
09:19,164.05
09:22,407.79
09:25,27.47
09:28,163.12
09:30,323.53
09:33,381.90
09:36,45.07
09:39,208.65
09:42,8.84
09:45,365.58
09:48,44.18
09:51,272.68
09:54,360.31
09:56,428.84
09:59,487.69
10:02,154.32
10:05,283.93
10:08,283.75
10:11,10.44
10:14,201.08
10:17,459.30
10:19,140.88
10:22,55.48
10:25,414.87
10:28,359.05
10:31,346.37
10:34,378.45
10:37,229.41
10:40,163.33
10:42,18.99
10:45,419.74
10:48,115.23
10:51,418.45
10:54,295.67
10:57,162.21
11:00,404.34
11:03,457.53
