Time,ParticleCount
04:21,120.51
04:24,459.61
04:27,130.45
04:30,348.81
04:33,266.54
04:35,128.68
04:38,398.29
04:41,291.25
04:44,368.80
04:47,369.76
04:50,52.88
04:53,498.75
04:56,411.87
04:58,110.25
05:01,254.22
05:04,446.14
05:07,36.50
05:10,362.59
05:13,177.56
05:16,373.60
05:19,234.09
05:22,15.65
05:24,371.58
05:27,168.55
05:30,299.09
05:33,115.10
05:36,255.72
05:39,205.88
05:42,156.93
05:45,49.51
05:47,45.43
05:50,410.41
05:53,265.48
05:56,148.94
05:59,299.61
06:02,16.82
06:05,327.62
06:08,4.43
06:10,172.96
06:13,153.97
06:16,257.46
06:19,425.13
06:22,338.78
06:25,310.77
06:28,474.61
06:31,274.24
06:34,50.12
06:36,29.68
06:39,232.35
06:42,455.95
06:45,361.10
06:48,24.86
06:51,71.32
06:54,119.78
06:57,203.18
06:59,60.97
07:02,191.69
07:05,38.82
07:08,178.28
07:11,36.79
07:14,278.46
07:17,65.06
07:20,394.90
07:22,250.74
07:25,104.93
07:28,214.83
07:31,417.36
07:34,73.06
07:37,12.73
07:40,99.04
07:43,473.12
07:46,66.54
07:48,135.86
07:51,446.25
07:54,206.87
07:57,326.39
08:00,152.61
08:03,165.00
08:06,494.19
08:09,226.91
08:11,272.19
08:14,22.09
08:17,233.64
08:20,232.50
08:23,45.92
08:26,78.14
08:29,113.30
08:32,246.05
08:34,102.18
08:37,100.42
08:40,41.08
08:43,141.93
08:46,275.74
08:49,126.56
08:52,382.38
08:55,441.74
08:58,244.84
09:00,220.81
09:03,494.10
09:06,122.00
09:09,270.91
09:12,93.86
09:15,70.38
09:18,315.79
09:21,450.82
09:23,296.02
09:26,407.87
09:29,100.01
09:32,140.24
09:35,233.13
09:38,181.31
09:41,293.49
09:44,22.38
09:46,390.46
09:49,34.99
09:52,78.58
09:55,349.92
09:58,300.39
10:01,9.81
10:04,165.77
10:07,91.13
